Transaction_Date,Project_Name,Department,Expense_Type,Budget_Amount,Actual_Amount,Variance_Amount
2026-03-17,"Toy Story 5","Marketing & Franchise","Vendor Contract",346311.59,294364.85,-51946.74
2026-03-26,"Toy Story 5","Post-Production & Sound","Labor - Internal",177853.46,248994.84,71141.38
2026-01-06,"Toy Story 5","Production & Animation","Labor - Internal",474794.47,403575.30,-71219.17
2026-02-03,"Toy Story 5","Technical Operations (Render Farm)","Labor - Internal",197742.02,207629.12,9887.10
2026-01-28,"Toy Story 5","Marketing & Franchise","Labor - Internal",228354.07,239771.77,11417.70
2026-01-19,"Project Elio","Marketing & Franchise","Compute/Cloud Infrastructure",133747.82,140435.21,6687.39
2026-03-22,"Project Hoppers","Post-Production & Sound","Travel & Casting",273267.56,-286930.94,-560198.50
2026-02-17,"Project Hoppers","Production & Animation","Compute/Cloud Infrastructure",447240.98,380154.83,-67086.15
2026-03-01,"Toy Story 5","Marketing & Franchise","Labor - Internal",286219.44,400707.22,114487.78
2026-01-17,"Project Elio","Production & Animation","Labor - Internal",427413.69,363301.64,-64112.05
2026-01-29,"Franchise Shorts","Marketing & Franchise","Travel & Casting",20257.35,21270.22,1012.87
2026-01-11,"Toy Story 5","Production & Animation","Labor - Internal",435157.62,369883.98,-65273.64
2026-03-29,"Toy Story 5","Production & Animation","Travel & Casting",260552.20,221469.37,-39082.83
2026-02-24,"Franchise Shorts","Technical Operations (Render Farm)","Equipment Lease",448155.16,380931.89,-67223.27
2026-03-29,"Project Elio","Technical Operations (Render Farm)","Vendor Contract",334972.27,468961.18,133988.91
2026-03-29,"Unallocated Corporate Overhead","Technical Operations (Render Farm)","Travel & Casting",443166.40,553958.00,110791.60
2026-02-18,"Toy Story 5","Marketing & Franchise","Vendor Contract",217333.65,206466.97,-10866.68
2026-01-12,"Project Elio","Pre-Production & Story","Labor - Internal",191710.64,268394.90,76684.26
2026-03-03,"Toy Story 5","Marketing & Franchise","Vendor Contract",416840.58,395998.55,-20842.03
2026-02-18,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",180436.09,171414.29,-9021.80
2026-01-29,"Project Elio","Post-Production & Sound","Vendor Contract",355781.00,337991.95,-17789.05
2026-03-22,"Toy Story 5","Marketing & Franchise","Compute/Cloud Infrastructure",305591.01,320870.56,15279.55
2026-03-20,"Franchise Shorts","Production & Animation","Compute/Cloud Infrastructure",361186.59,343127.26,-18059.33
2026-02-16,"Project Elio","Marketing & Franchise","Compute/Cloud Infrastructure",32064.86,40081.07,8016.21
2026-01-07,"Franchise Shorts","Technical Operations (Render Farm)","Travel & Casting",234756.72,328659.41,93902.69
2026-03-05,"Project Hoppers","Production & Animation","Equipment Lease",88067.53,83664.15,-4403.38
2026-03-27,"Project Hoppers","Production & Animation","Vendor Contract",450787.77,428248.38,-22539.39
2026-03-11,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",497269.38,472405.91,-24863.47
2026-02-04,"Toy Story 5","Marketing & Franchise","Compute/Cloud Infrastructure",453186.55,634461.17,181274.62
2026-02-09,"Franchise Shorts","Pre-Production & Story","Labor - Internal",364500.70,455625.88,91125.18
2026-03-20,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",301685.26,316769.52,15084.26
2026-03-20,"Franchise Shorts","Marketing & Franchise","Labor - Internal",376132.27,357325.66,-18806.61
2026-02-17,"Project Hoppers","Pre-Production & Story","Travel & Casting",284484.05,241811.44,-42672.61
2026-01-27,"Project Hoppers","Pre-Production & Story","Compute/Cloud Infrastructure",118864.31,124807.53,5943.22
2026-03-17,"Toy Story 5","Technical Operations (Render Farm)","Travel & Casting",229486.60,240960.93,11474.33
2026-03-03,"Toy Story 5","Marketing & Franchise","Labor - Internal",164683.54,139981.01,-24702.53
2026-01-05,"Project Elio","Pre-Production & Story","Vendor Contract",435042.01,369785.71,-65256.30
2026-03-29,"Franchise Shorts","Production & Animation","Travel & Casting",400761.08,561065.51,160304.43
2026-01-20,"Franchise Shorts","Pre-Production & Story","Equipment Lease",336787.44,471502.42,134714.98
2026-01-12,"Project Hoppers","Production & Animation","Compute/Cloud Infrastructure",354334.25,496067.95,141733.70
2026-03-14,"Project Hoppers","Production & Animation","Equipment Lease",376634.69,527288.57,150653.88
2026-02-28,"Toy Story 5","Post-Production & Sound","Labor - Internal",310709.48,295174.01,-15535.47
2026-01-31,"Project Elio","Production & Animation","Vendor Contract",219471.33,230444.90,10973.57
2026-01-11,"Project Hoppers","Post-Production & Sound","Compute/Cloud Infrastructure",468260.95,655565.33,187304.38
2026-01-16,"Project Hoppers","Technical Operations (Render Farm)","Equipment Lease",484642.84,460410.70,-24232.14
2026-03-04,"Project Hoppers","Post-Production & Sound","Travel & Casting",102170.10,107278.61,5108.51
2026-03-12,"Project Hoppers","Technical Operations (Render Farm)","Vendor Contract",105175.63,89399.29,-15776.34
2026-02-12,"Franchise Shorts","Post-Production & Sound","Vendor Contract",348818.83,366259.77,17440.94
2026-02-20,"Toy Story 5","Marketing & Franchise","Vendor Contract",189334.16,-265067.82,-454401.98
2026-02-07,"Franchise Shorts","Production & Animation","Travel & Casting",471752.59,589690.74,117938.15
2026-02-12,"Project Elio","Technical Operations (Render Farm)","Labor - Internal",421297.07,358102.51,-63194.56
2026-01-01,"Project Hoppers","Marketing & Franchise","Travel & Casting",329305.00,279909.25,-49395.75
2026-01-30,"Toy Story 5","Technical Operations (Render Farm)","Labor - Internal",82116.34,69798.89,-12317.45
2026-01-29,"Toy Story 5","Pre-Production & Story","Travel & Casting",286604.44,358255.55,71651.11
2026-03-18,"Toy Story 5","Production & Animation","Labor - Internal",268807.19,376330.07,107522.88
2026-02-21,"Franchise Shorts","Production & Animation","Vendor Contract",80309.18,76293.72,-4015.46
2026-03-16,"Toy Story 5","Production & Animation","Labor - Internal",134744.81,141482.05,6737.24
2026-03-06,"Project Elio","Marketing & Franchise","Equipment Lease",164196.61,155986.78,-8209.83
2026-02-09,"Franchise Shorts","Post-Production & Sound","Compute/Cloud Infrastructure",156048.92,132641.58,-23407.34
2026-03-10,"Toy Story 5","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",469048.42,586310.53,117262.11
2026-03-17,"Franchise Shorts","Pre-Production & Story","Labor - Internal",327515.79,311140.00,-16375.79
2026-01-02,"Franchise Shorts","Production & Animation","Compute/Cloud Infrastructure",144095.07,201733.10,57638.03
2026-01-18,"Toy Story 5","Production & Animation","Vendor Contract",281125.43,295181.70,14056.27
2026-01-10,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",248244.70,310305.88,62061.18
2026-03-03,"Toy Story 5","Pre-Production & Story","Labor - Internal",330071.42,346574.99,16503.57
2026-01-08,"Project Hoppers","Technical Operations (Render Farm)","Equipment Lease",229936.54,287420.67,57484.13
2026-02-19,"Project Elio","Pre-Production & Story","Equipment Lease",161116.24,153060.43,-8055.81
2026-01-31,"Franchise Shorts","Production & Animation","Equipment Lease",470517.20,658724.08,188206.88
2026-03-30,"Toy Story 5","Production & Animation","Compute/Cloud Infrastructure",96841.21,121051.51,24210.30
2026-03-25,"Toy Story 5","Post-Production & Sound","Compute/Cloud Infrastructure",367067.43,385420.80,18353.37
2026-03-25,"Project Elio","Post-Production & Sound","Travel & Casting",472527.71,-401648.55,-874176.26
2026-01-16,"Toy Story 5","Marketing & Franchise","Compute/Cloud Infrastructure",21455.89,18237.51,-3218.38
2026-02-09,"Project Elio","Technical Operations (Render Farm)","Travel & Casting",168553.92,160126.22,-8427.70
2026-03-27,"Project Hoppers","Technical Operations (Render Farm)","Travel & Casting",484694.16,508928.87,24234.71
2026-01-25,"Toy Story 5","Post-Production & Sound","Equipment Lease",63870.27,54289.73,-9580.54
2026-01-26,"Franchise Shorts","Marketing & Franchise","Vendor Contract",426602.30,533252.88,106650.58
2026-01-12,"Project Elio","Pre-Production & Story","Vendor Contract",262125.16,222806.39,-39318.77
2026-01-13,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",238611.31,298264.14,59652.83
2026-03-06,"Project Elio","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",301767.37,286679.00,-15088.37
2026-02-25,"Project Hoppers","Marketing & Franchise","Labor - Internal",188854.45,160526.28,-28328.17
2026-03-07,"Toy Story 5","Marketing & Franchise","Labor - Internal",164732.08,172968.68,8236.60
2026-02-16,"Project Hoppers","Production & Animation","Vendor Contract",413774.93,434463.68,20688.75
2026-01-18,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",407929.43,428325.90,20396.47
2026-01-13,"Toy Story 5","Production & Animation","Equipment Lease",108854.15,114296.86,5442.71
2026-03-21,"Toy Story 5","Technical Operations (Render Farm)","Labor - Internal",339442.28,475219.19,135776.91
2026-01-09,"Toy Story 5","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",442655.52,619717.73,177062.21
2026-03-05,"Toy Story 5","Production & Animation","Equipment Lease",29794.59,41712.43,11917.84
2026-02-13,"Franchise Shorts","Technical Operations (Render Farm)","Equipment Lease",381418.04,324205.33,-57212.71
2026-02-22,"Franchise Shorts","Pre-Production & Story","Labor - Internal",120385.59,168539.83,48154.24
2026-01-23,"Franchise Shorts","Production & Animation","Equipment Lease",148105.69,207347.97,59242.28
2026-01-15,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",241464.32,338050.05,96585.73
2026-01-25,"Project Hoppers","Pre-Production & Story","Travel & Casting",221146.34,232203.66,11057.32
2026-01-20,"Franchise Shorts","Production & Animation","Vendor Contract",424399.64,594159.50,169759.86
2026-01-17,"Project Elio","Marketing & Franchise","Labor - Internal",68396.93,95755.70,27358.77
2026-01-14,"Franchise Shorts","Post-Production & Sound","Compute/Cloud Infrastructure",393815.91,492269.89,98453.98
2026-03-17,"Project Hoppers","Production & Animation","Travel & Casting",288285.08,360356.35,72071.27
2026-03-11,"Franchise Shorts","Production & Animation","Travel & Casting",111903.00,117498.15,5595.15
2026-01-16,"Franchise Shorts","Production & Animation","Vendor Contract",333912.25,350607.86,16695.61
2026-01-07,"Toy Story 5","Post-Production & Sound","Travel & Casting",116053.56,98645.53,-17408.03
2026-01-20,"Franchise Shorts","Pre-Production & Story","Vendor Contract",221767.35,310474.29,88706.94
2026-03-26,"Project Elio","Technical Operations (Render Farm)","Travel & Casting",145773.18,153061.84,7288.66
2026-02-22,"Franchise Shorts","Technical Operations (Render Farm)","Equipment Lease",405983.18,345085.70,-60897.48
2026-03-31,"Franchise Shorts","Production & Animation","Labor - Internal",90463.75,113079.69,22615.94
2026-01-30,"Franchise Shorts","Production & Animation","Compute/Cloud Infrastructure",360666.31,378699.63,18033.32
2026-03-18,"Franchise Shorts","Post-Production & Sound","Vendor Contract",477080.08,667912.11,190832.03
2026-02-20,"Toy Story 5","Marketing & Franchise","Vendor Contract",428578.48,364291.71,-64286.77
2026-03-05,"Project Hoppers","Post-Production & Sound","Labor - Internal",233827.74,292284.67,58456.93
2026-03-17,"Toy Story 5","Production & Animation","Equipment Lease",447166.44,558958.05,111791.61
2026-02-28,"Project Elio","Production & Animation","Travel & Casting",339132.60,288262.71,-50869.89
2026-03-08,"Project Elio","Technical Operations (Render Farm)","Equipment Lease",442841.30,619977.82,177136.52
2026-02-09,"Toy Story 5","Production & Animation","Vendor Contract",427473.28,534341.60,106868.32
2026-02-07,"Project Elio","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",260358.58,364502.01,104143.43
2026-02-20,"Franchise Shorts","Marketing & Franchise","Equipment Lease",257298.94,270163.89,12864.95
2026-03-28,"Toy Story 5","Production & Animation","Equipment Lease",62943.75,53502.19,-9441.56
2026-02-12,"Franchise Shorts","Pre-Production & Story","Travel & Casting",381251.43,533752.00,152500.57
2026-01-12,"Project Elio","Technical Operations (Render Farm)","Vendor Contract",201868.12,211961.53,10093.41
2026-02-24,"Project Elio","Production & Animation","Labor - Internal",142370.47,135251.95,-7118.52
2026-02-11,"Project Hoppers","Technical Operations (Render Farm)","Travel & Casting",475167.49,403892.37,-71275.12
2026-01-22,"Project Hoppers","Production & Animation","Labor - Internal",328926.52,312480.19,-16446.33
2026-02-23,"Project Hoppers","Pre-Production & Story","Compute/Cloud Infrastructure",388923.48,486154.35,97230.87
2026-01-11,"Toy Story 5","Production & Animation","Travel & Casting",263984.75,224387.04,-39597.71
2026-03-19,"Project Hoppers","Production & Animation","Labor - Internal",71098.81,74653.75,3554.94
2026-01-19,"Project Elio","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",123967.96,173555.14,49587.18
2026-02-10,"Project Elio","Pre-Production & Story","Labor - Internal",349995.51,437494.39,87498.88
2026-01-02,"Project Hoppers","Technical Operations (Render Farm)","Equipment Lease",117010.75,99459.14,-17551.61
2026-03-18,"Project Hoppers","Technical Operations (Render Farm)","Equipment Lease",141586.12,198220.57,56634.45
2026-03-05,"Project Hoppers","Post-Production & Sound","Labor - Internal",452388.09,475007.49,22619.40
2026-01-08,"Franchise Shorts","Production & Animation","Vendor Contract",495289.28,693404.99,198115.71
2026-03-15,"Project Elio","Production & Animation","Travel & Casting",449951.55,-382458.82,-832410.37
2026-03-16,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",237462.46,201843.09,-35619.37
2026-01-02,"Project Elio","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",88741.19,124237.67,35496.48
2026-01-08,"Toy Story 5","Marketing & Franchise","Equipment Lease",68954.47,72402.19,3447.72
2026-02-11,"Toy Story 5","Marketing & Franchise","Compute/Cloud Infrastructure",185480.88,176206.84,-9274.04
2026-02-14,"Project Elio","Production & Animation","Labor - Internal",45103.81,47359.00,2255.19
2026-01-01,"Toy Story 5","Production & Animation","Equipment Lease",69462.30,59042.96,-10419.34
2026-03-22,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",235913.07,247708.72,11795.65
2026-02-04,"Project Hoppers","Production & Animation","Vendor Contract",277688.91,236035.57,-41653.34
2026-03-09,"Project Elio","Production & Animation","Equipment Lease",33071.29,41339.11,8267.82
2026-02-03,"Franchise Shorts","Marketing & Franchise","Travel & Casting",451438.81,632014.33,180575.52
2026-02-16,"Project Elio","Production & Animation","Labor - Internal",455645.75,637904.05,182258.30
2026-03-06,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",306100.96,382626.20,76525.24
2026-03-17,"Project Elio","Pre-Production & Story","Compute/Cloud Infrastructure",203329.23,254161.54,50832.31
2026-02-20,"Project Hoppers","Production & Animation","Travel & Casting",210687.84,221222.23,10534.39
2026-03-07,"Franchise Shorts","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",70347.70,73865.09,3517.39
2026-01-18,"Franchise Shorts","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",62852.12,78565.15,15713.03
2026-02-05,"Unallocated Corporate Overhead","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",271171.05,338963.81,67792.76
2026-03-19,"Unallocated Corporate Overhead","Post-Production & Sound","Vendor Contract",412021.79,576830.51,164808.72
2026-01-09,"Franchise Shorts","Technical Operations (Render Farm)","Equipment Lease",294029.64,411641.50,117611.86
2026-03-19,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",217872.50,272340.62,54468.12
2026-03-23,"Project Hoppers","Production & Animation","Compute/Cloud Infrastructure",352364.16,440455.20,88091.04
2026-03-10,"Project Hoppers","Pre-Production & Story","Vendor Contract",21516.45,-26895.56,-48412.01
2026-03-02,"Franchise Shorts","Production & Animation","Vendor Contract",123122.19,116966.08,-6156.11
2026-01-19,"Toy Story 5","Production & Animation","Vendor Contract",342592.04,428240.05,85648.01
2026-01-24,"Project Hoppers","Marketing & Franchise","Labor - Internal",134493.66,127768.98,-6724.68
2026-03-11,"Toy Story 5","Technical Operations (Render Farm)","Travel & Casting",303844.65,258267.95,-45576.70
2026-03-16,"Project Hoppers","Marketing & Franchise","Travel & Casting",415982.05,353584.74,-62397.31
2026-02-15,"Franchise Shorts","Marketing & Franchise","Vendor Contract",352228.88,493120.43,140891.55
2026-01-30,"Project Elio","Production & Animation","Travel & Casting",262102.62,327628.28,65525.66
2026-01-05,"Franchise Shorts","Production & Animation","Travel & Casting",417928.28,522410.35,104482.07
2026-03-28,"Toy Story 5","Marketing & Franchise","Equipment Lease",61405.52,58335.24,-3070.28
2026-02-16,"Franchise Shorts","Production & Animation","Travel & Casting",478535.62,669949.87,191414.25
2026-03-26,"Franchise Shorts","Production & Animation","Vendor Contract",156610.07,148779.57,-7830.50
2026-03-24,"Project Elio","Production & Animation","Vendor Contract",448290.06,425875.56,-22414.50
2026-01-19,"Project Hoppers","Post-Production & Sound","Compute/Cloud Infrastructure",410989.28,513736.60,102747.32
2026-02-26,"Toy Story 5","Post-Production & Sound","Travel & Casting",233049.27,198091.88,-34957.39
2026-03-06,"Unallocated Corporate Overhead","Technical Operations (Render Farm)","Equipment Lease",462564.42,647590.19,185025.77
2026-03-04,"Franchise Shorts","Technical Operations (Render Farm)","Vendor Contract",354630.22,301435.69,-53194.53
2026-01-28,"Project Hoppers","Production & Animation","Compute/Cloud Infrastructure",27171.50,23095.77,-4075.73
2026-01-13,"Project Elio","Post-Production & Sound","Equipment Lease",468418.26,398155.52,-70262.74
2026-03-21,"Unallocated Corporate Overhead","Marketing & Franchise","Labor - Internal",376794.52,320275.34,-56519.18
2026-02-11,"Toy Story 5","Pre-Production & Story","Vendor Contract",464118.81,440912.87,-23205.94
2026-02-20,"Project Elio","Post-Production & Sound","Equipment Lease",185426.76,194698.10,9271.34
2026-03-21,"Project Hoppers","Post-Production & Sound","Labor - Internal",56741.48,48230.26,-8511.22
2026-01-10,"Project Hoppers","Marketing & Franchise","Labor - Internal",26277.34,27591.21,1313.87
2026-03-09,"Project Hoppers","Post-Production & Sound","Vendor Contract",452856.14,633998.60,181142.46
2026-01-24,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",402887.46,342454.34,-60433.12
2026-03-04,"Project Hoppers","Technical Operations (Render Farm)","Equipment Lease",491712.67,516298.30,24585.63
2026-03-09,"Project Hoppers","Technical Operations (Render Farm)","Travel & Casting",273763.29,287451.45,13688.16
2026-03-06,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",369611.81,517456.53,147844.72
2026-02-16,"Project Hoppers","Pre-Production & Story","Vendor Contract",299479.30,374349.12,74869.82
2026-03-23,"Toy Story 5","Production & Animation","Labor - Internal",174864.89,148635.16,-26229.73
2026-02-21,"Project Elio","Technical Operations (Render Farm)","Labor - Internal",460475.56,483499.34,23023.78
2026-03-20,"Project Hoppers","Pre-Production & Story","Equipment Lease",104909.50,110154.98,5245.48
2026-03-30,"Toy Story 5","Post-Production & Sound","Vendor Contract",333106.28,416382.85,83276.57
2026-01-24,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",409937.70,573912.78,163975.08
2026-01-01,"Toy Story 5","Technical Operations (Render Farm)","Equipment Lease",330702.34,314167.22,-16535.12
2026-03-20,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",257266.64,218676.64,-38590.00
2026-03-03,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",94175.83,131846.16,37670.33
2026-03-17,"Project Elio","Production & Animation","Vendor Contract",345395.31,483553.43,138158.12
2026-02-26,"Project Elio","Pre-Production & Story","Compute/Cloud Infrastructure",439814.49,461805.21,21990.72
2026-03-24,"Franchise Shorts","Pre-Production & Story","Equipment Lease",471515.69,660121.97,188606.28
2026-02-18,"Project Elio","Technical Operations (Render Farm)","Labor - Internal",83639.90,87821.90,4182.00
2026-01-07,"Franchise Shorts","Marketing & Franchise","Travel & Casting",100270.04,125337.55,25067.51
2026-01-21,"Franchise Shorts","Post-Production & Sound","Travel & Casting",75780.90,106093.26,30312.36
2026-02-22,"Project Elio","Post-Production & Sound","Equipment Lease",170732.73,239025.82,68293.09
2026-02-23,"Project Hoppers","Technical Operations (Render Farm)","Vendor Contract",283476.54,-269302.71,-552779.25
2026-03-14,"Toy Story 5","Production & Animation","Labor - Internal",427069.88,533837.35,106767.47
2026-01-31,"Project Hoppers","Marketing & Franchise","Travel & Casting",129940.16,110449.14,-19491.02
2026-03-24,"Project Hoppers","Production & Animation","Travel & Casting",477450.20,596812.75,119362.55
2026-02-14,"Franchise Shorts","Technical Operations (Render Farm)","Travel & Casting",312839.29,297197.33,-15641.96
2026-03-12,"Toy Story 5","Post-Production & Sound","Equipment Lease",270075.77,229564.40,-40511.37
2026-03-12,"Project Elio","Technical Operations (Render Farm)","Travel & Casting",366136.99,457671.24,91534.25
2026-02-14,"Project Hoppers","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",290185.72,304695.01,14509.29
2026-02-18,"Unallocated Corporate Overhead","Technical Operations (Render Farm)","Vendor Contract",27311.86,34139.82,6827.96
2026-03-29,"Project Elio","Technical Operations (Render Farm)","Equipment Lease",418427.69,397506.31,-20921.38
2026-03-31,"Franchise Shorts","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",174527.58,218159.47,43631.89
2026-03-11,"Toy Story 5","Marketing & Franchise","Compute/Cloud Infrastructure",134682.76,188555.86,53873.10
2026-02-16,"Project Hoppers","Post-Production & Sound","Compute/Cloud Infrastructure",69510.50,-66034.97,-135545.47
2026-02-21,"Toy Story 5","Technical Operations (Render Farm)","Vendor Contract",320119.07,304113.12,-16005.95
2026-02-15,"Toy Story 5","Production & Animation","Equipment Lease",304389.00,319608.45,15219.45
2026-03-14,"Toy Story 5","Production & Animation","Travel & Casting",137914.87,193080.82,55165.95
2026-01-07,"Toy Story 5","Technical Operations (Render Farm)","Travel & Casting",46635.94,44304.14,-2331.80
2026-03-11,"Project Hoppers","Post-Production & Sound","Travel & Casting",445836.86,468128.70,22291.84
2026-01-20,"Project Elio","Pre-Production & Story","Labor - Internal",365769.29,457211.61,91442.32
2026-02-19,"Project Elio","Technical Operations (Render Farm)","Equipment Lease",404120.98,343502.83,-60618.15
2026-03-09,"Project Hoppers","Marketing & Franchise","Labor - Internal",22465.17,28081.46,5616.29
2026-03-23,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",347004.54,364354.77,17350.23
2026-03-12,"Toy Story 5","Technical Operations (Render Farm)","Travel & Casting",73235.62,76897.40,3661.78
2026-03-17,"Toy Story 5","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",378951.83,473689.79,94737.96
2026-01-21,"Project Elio","Pre-Production & Story","Equipment Lease",56433.78,47968.71,-8465.07
2026-03-14,"Franchise Shorts","Marketing & Franchise","Compute/Cloud Infrastructure",293740.31,411236.43,117496.12
2026-01-15,"Project Elio","Production & Animation","Equipment Lease",122672.86,128806.50,6133.64
2026-03-06,"Unallocated Corporate Overhead","Marketing & Franchise","Equipment Lease",344339.95,292688.96,-51650.99
2026-02-07,"Toy Story 5","Post-Production & Sound","Vendor Contract",130560.49,110976.42,-19584.07
2026-01-15,"Unallocated Corporate Overhead","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",480598.06,456568.16,-24029.90
2026-03-05,"Toy Story 5","Production & Animation","Vendor Contract",425321.02,595449.43,170128.41
2026-02-16,"Project Hoppers","Technical Operations (Render Farm)","Equipment Lease",149718.17,142232.26,-7485.91
2026-01-30,"Project Hoppers","Technical Operations (Render Farm)","Vendor Contract",253424.21,240753.00,-12671.21
2026-03-01,"Toy Story 5","Technical Operations (Render Farm)","Compute/Cloud Infrastructure",240414.54,336580.36,96165.82
2026-03-03,"Project Elio","Production & Animation","Equipment Lease",371153.28,519614.59,148461.31
2026-03-15,"Project Elio","Marketing & Franchise","Labor - Internal",367744.57,514842.40,147097.83
2026-03-14,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",354723.00,496612.20,141889.20
2026-03-04,"Project Hoppers","Pre-Production & Story","Labor - Internal",47151.46,40078.74,-7072.72
2026-02-04,"Project Elio","Technical Operations (Render Farm)","Vendor Contract",173142.44,147171.07,-25971.37
2026-03-17,"Toy Story 5","Pre-Production & Story","Compute/Cloud Infrastructure",291824.02,306415.22,14591.20
2026-01-26,"Project Elio","Marketing & Franchise","Equipment Lease",215137.15,268921.44,53784.29
2026-01-15,"Project Hoppers","Marketing & Franchise","Travel & Casting",414564.63,518205.79,103641.16
2026-03-07,"Franchise Shorts","Post-Production & Sound","Labor - Internal",469313.78,445848.09,-23465.69
2026-03-04,"Project Elio","Production & Animation","Travel & Casting",168417.73,143155.07,-25262.66
2026-01-17,"Franchise Shorts","Pre-Production & Story","Vendor Contract",400844.60,420886.83,20042.23
2026-01-26,"Project Elio","Post-Production & Sound","Labor - Internal",411475.54,349754.21,-61721.33
2026-02-05,"Unallocated Corporate Overhead","Production & Animation","Labor - Internal",125342.61,119075.48,-6267.13
2026-01-14,"Franchise Shorts","Pre-Production & Story","Labor - Internal",486660.73,413661.62,-72999.11
2026-01-08,"Project Hoppers","Marketing & Franchise","Travel & Casting",74817.22,63594.64,-11222.58
2026-01-09,"Franchise Shorts","Marketing & Franchise","Equipment Lease",187011.16,177660.60,-9350.56
2026-01-11,"Franchise Shorts","Pre-Production & Story","Equipment Lease",343094.25,360248.96,17154.71
2026-02-09,"Toy Story 5","Post-Production & Sound","Vendor Contract",374944.61,393691.84,18747.23
2026-03-30,"Project Hoppers","Pre-Production & Story","Labor - Internal",170935.33,-145295.03,-316230.36
2026-03-15,"Franchise Shorts","Technical Operations (Render Farm)","Travel & Casting",82598.43,70208.67,-12389.76
2026-02-24,"Project Elio","Production & Animation","Compute/Cloud Infrastructure",117967.92,123866.32,5898.40
2026-03-20,"Toy Story 5","Pre-Production & Story","Travel & Casting",89591.49,85111.92,-4479.57
2026-02-04,"Project Elio","Pre-Production & Story","Compute/Cloud Infrastructure",30260.40,42364.56,12104.16
2026-03-06,"Project Hoppers","Technical Operations (Render Farm)","Vendor Contract",146208.87,153519.31,7310.44
2026-02-10,"Project Elio","Technical Operations (Render Farm)","Labor - Internal",71972.06,68373.46,-3598.60
2026-01-27,"Project Elio","Pre-Production & Story","Labor - Internal",353517.63,335841.75,-17675.88
2026-01-10,"Franchise Shorts","Pre-Production & Story","Compute/Cloud Infrastructure",92325.43,78476.62,-13848.81
2026-01-01,"Project Hoppers","Post-Production & Sound","Labor - Internal",277490.20,388486.28,110996.08
2026-02-13,"Franchise Shorts","Production & Animation","Travel & Casting",200192.72,280269.81,80077.09
2026-01-14,"Project Hoppers","Pre-Production & Story","Compute/Cloud Infrastructure",160615.15,200768.94,40153.79
2026-02-05,"Toy Story 5","Production & Animation","Equipment Lease",362593.12,507630.37,145037.25
2026-03-14,"Project Hoppers","Production & Animation","Travel & Casting",74494.34,63320.19,-11174.15
2026-03-14,"Unallocated Corporate Overhead","Pre-Production & Story","Vendor Contract",358778.28,448472.85,89694.57
2026-01-25,"Project Hoppers","Technical Operations (Render Farm)","Labor - Internal",67596.11,84495.14,16899.03
2026-02-11,"Project Elio","Technical Operations (Render Farm)","Travel & Casting",107835.48,134794.35,26958.87
2026-01-25,"Franchise Shorts","Production & Animation","Compute/Cloud Infrastructure",363707.62,345522.24,-18185.38
2026-01-30,"Franchise Shorts","Technical Operations (Render Farm)","Equipment Lease",464155.50,440947.72,-23207.78
2026-03-25,"Toy Story 5","Marketing & Franchise","Vendor Contract",489637.04,465155.19,-24481.85
2026-01-19,"Project Elio","Pre-Production & Story","Equipment Lease",251363.99,351909.59,100545.60
2026-03-25,"Franchise Shorts","Pre-Production & Story","Vendor Contract",191693.04,162939.08,-28753.96
2026-02-06,"Toy Story 5","Technical Operations (Render Farm)","Travel & Casting",356825.80,374667.09,17841.29
2026-01-14,"Franchise Shorts","Pre-Production & Story","Labor - Internal",112886.01,95953.11,-16932.90
2026-03-08,"Toy Story 5","Pre-Production & Story","Compute/Cloud Infrastructure",106915.93,90878.54,-16037.39
2026-02-24,"Project Hoppers","Technical Operations (Render Farm)","Vendor Contract",170688.36,238963.70,68275.34
